Site,Label,concepticonReference,Concepticon_Gloss
1534,268_old_people-9,2112,OLD (AGED)
1535,268_old_people-8,2112,OLD (AGED)
1536,269_young_people-10,1207,YOUNG
1537,269_young_people-1,1207,YOUNG
1538,269_young_people-0,1207,YOUNG
1539,269_young_people-3,1207,YOUNG
1540,269_young_people-2,1207,YOUNG
1541,269_young_people-5,1207,YOUNG
1542,269_young_people-4,1207,YOUNG
1543,269_young_people-7,1207,YOUNG
1544,269_young_people-6,1207,YOUNG
1545,269_young_people-9,1207,YOUNG
1546,269_young_people-8,1207,YOUNG
1547,270_lazy-10,1564,LAZY
1548,270_lazy-1,1564,LAZY
1549,270_lazy-0,1564,LAZY
1550,270_lazy-3,1564,LAZY
1551,270_lazy-2,1564,LAZY
1552,270_lazy-5,1564,LAZY
1553,270_lazy-4,1564,LAZY
1554,270_lazy-7,1564,LAZY
1555,270_lazy-6,1564,LAZY
1556,270_lazy-9,1564,LAZY
1557,271_hot-11,1286,HOT
1558,271_hot-10,1286,HOT
1559,271_hot-1,1286,HOT
1560,271_hot-0,1286,HOT
1561,271_hot-3,1286,HOT
1562,271_hot-2,1286,HOT
1563,271_hot-5,1286,HOT
1564,271_hot-4,1286,HOT
1565,271_hot-7,1286,HOT
1566,271_hot-6,1286,HOT
1567,271_hot-9,1286,HOT
1568,271_hot-8,1286,HOT
1569,272_cold-1,1287,COLD
1570,272_cold-0,1287,COLD
1571,272_cold-3,1287,COLD
1572,272_cold-5,1287,COLD
1573,272_cold-4,1287,COLD
1574,272_cold-6,1287,COLD
1575,273_good-0,1035,GOOD
1576,273_good-5,1035,GOOD
1577,273_good-4,1035,GOOD
1578,274_bad-0,1292,BAD
1579,274_bad-3,1292,BAD
1580,274_bad-2,1292,BAD
1581,274_bad-5,1292,BAD
1582,274_bad-4,1292,BAD
1583,275_full-1,1429,FULL
1584,275_full-0,1429,FULL
1585,275_full-3,1429,FULL
1586,275_full-2,1429,FULL
1587,275_full-5,1429,FULL
1588,275_full-4,1429,FULL
1589,275_full-7,1429,FULL
1590,275_full-6,1429,FULL
1591,276_empty-1,1624,EMPTY
1592,276_empty-0,1624,EMPTY
1593,276_empty-3,1624,EMPTY
1594,276_empty-2,1624,EMPTY
1595,276_empty-4,1624,EMPTY
1596,277_wet-11,1726,WET
1597,277_wet-10,1726,WET
1598,277_wet-1,1726,WET
1599,277_wet-0,1726,WET
1600,277_wet-3,1726,WET
1601,277_wet-2,1726,WET
1602,277_wet-5,1726,WET
1603,277_wet-4,1726,WET
1604,277_wet-7,1726,WET
1605,277_wet-6,1726,WET
1606,277_wet-9,1726,WET
1607,277_wet-8,1726,WET
1608,278_dry-1,1398,DRY
1609,278_dry-0,1398,DRY
1610,278_dry-3,1398,DRY
1611,278_dry-2,1398,DRY
1612,279_long-1,1203,LONG
1613,279_long-0,1203,LONG
1614,279_long-3,1203,LONG
1615,279_long-2,1203,LONG
1616,279_long-5,1203,LONG
1617,279_long-4,1203,LONG
1618,279_long-7,1203,LONG
1619,279_long-6,1203,LONG
1620,279_long-9,1203,LONG
1621,279_long-8,1203,LONG
1622,281_tall-1,711,TALL
1623,281_tall-0,711,TALL
1624,281_tall-3,711,TALL
1625,281_tall-2,711,TALL
1626,281_tall-5,711,TALL
1627,281_tall-4,711,TALL
1628,281_tall-7,711,TALL
1629,281_tall-6,711,TALL
1630,281_tall-9,711,TALL
1631,281_tall-8,711,TALL
1632,282_short-1,1645,SHORT
1633,282_short-0,1645,SHORT
1634,282_short-3,1645,SHORT
1635,282_short-2,1645,SHORT
1636,282_short-4,1645,SHORT
1637,284_hungry-1,1533,BE HUNGRY
1638,284_hungry-0,1533,BE HUNGRY
1639,284_hungry-3,1533,BE HUNGRY
1640,284_hungry-2,1533,BE HUNGRY
1641,284_hungry-5,1533,BE HUNGRY
1642,284_hungry-4,1533,BE HUNGRY
1643,284_hungry-7,1533,BE HUNGRY
1644,284_hungry-6,1533,BE HUNGRY
1645,284_hungry-8,1533,BE HUNGRY
1646,286_light-1,630,LIGHT (RADIATION)
1647,286_light-3,630,LIGHT (RADIATION)
1648,286_light-2,630,LIGHT (RADIATION)
1649,286_light-5,630,LIGHT (RADIATION)
1650,286_light-4,630,LIGHT (RADIATION)
1651,286_light-7,630,LIGHT (RADIATION)
1652,286_light-6,630,LIGHT (RADIATION)
1653,286_light-8,630,LIGHT (RADIATION)
1654,287_dirty-0,1230,DIRTY
1655,287_dirty-3,1230,DIRTY
1656,287_dirty-2,1230,DIRTY
1657,287_dirty-5,1230,DIRTY
1658,287_dirty-4,1230,DIRTY
1659,287_dirty-7,1230,DIRTY
1660,287_dirty-6,1230,DIRTY
1661,287_dirty-8,1230,DIRTY
1662,288_clean-10,704,CLEAN
1663,288_clean-1,704,CLEAN
1664,288_clean-0,704,CLEAN
1665,288_clean-3,704,CLEAN
1666,288_clean-2,704,CLEAN
1667,288_clean-5,704,CLEAN
1668,288_clean-4,704,CLEAN
1669,288_clean-7,704,CLEAN
1670,288_clean-6,704,CLEAN
1671,288_clean-9,704,CLEAN
1672,288_clean-8,704,CLEAN
1673,289_sharp-1,1396,SHARP
1674,289_sharp-0,1396,SHARP
1675,289_sharp-3,1396,SHARP
1676,289_sharp-2,1396,SHARP
1677,289_sharp-5,1396,SHARP
1678,289_sharp-4,1396,SHARP
1679,289_sharp-7,1396,SHARP
1680,289_sharp-6,1396,SHARP
1681,290_blunt-10,379,BLUNT
1682,290_blunt-1,379,BLUNT
1683,290_blunt-0,379,BLUNT
1684,290_blunt-3,379,BLUNT
1685,290_blunt-2,379,BLUNT
1686,290_blunt-5,379,BLUNT
1687,290_blunt-4,379,BLUNT
1688,290_blunt-7,379,BLUNT
1689,290_blunt-6,379,BLUNT
1690,290_blunt-9,379,BLUNT
1691,290_blunt-8,379,BLUNT
1692,291_heavy-1,1210,HEAVY
1693,291_heavy-0,1210,HEAVY
1694,291_heavy-3,1210,HEAVY
1695,291_heavy-2,1210,HEAVY
1696,291_heavy-5,1210,HEAVY
1697,291_heavy-4,1210,HEAVY
1698,291_heavy-7,1210,HEAVY
1699,291_heavy-6,1210,HEAVY
1700,291_heavy-8,1210,HEAVY
1701,292_light-1,,
1702,292_light-0,,
1703,292_light-3,,
1704,292_light-2,,
1705,292_light-5,,
1706,292_light-4,,
1707,292_light-7,,
1708,292_light-6,,
1709,293_straight-10,1404,STRAIGHT
1710,293_straight-1,1404,STRAIGHT
1711,293_straight-0,1404,STRAIGHT
1712,293_straight-3,1404,STRAIGHT
1713,293_straight-2,1404,STRAIGHT
1714,293_straight-5,1404,STRAIGHT
1715,293_straight-4,1404,STRAIGHT
1716,293_straight-7,1404,STRAIGHT
1717,293_straight-6,1404,STRAIGHT
1718,293_straight-9,1404,STRAIGHT
1719,293_straight-8,1404,STRAIGHT
1720,294_wide-1,1243,WIDE
1721,294_wide-0,1243,WIDE
1722,294_wide-3,1243,WIDE
1723,294_wide-2,1243,WIDE
1724,294_wide-5,1243,WIDE
1725,294_wide-4,1243,WIDE
1726,294_wide-7,1243,WIDE
1727,294_wide-6,1243,WIDE
1728,294_wide-8,1243,WIDE
1729,295_narrow-11,1267,NARROW
1730,295_narrow-10,1267,NARROW
1731,295_narrow-1,1267,NARROW
1732,295_narrow-0,1267,NARROW
1733,295_narrow-3,1267,NARROW
1734,295_narrow-2,1267,NARROW
1735,295_narrow-5,1267,NARROW
1736,295_narrow-4,1267,NARROW
1737,295_narrow-7,1267,NARROW
1738,295_narrow-6,1267,NARROW
1739,295_narrow-9,1267,NARROW
1740,295_narrow-8,1267,NARROW
1741,296_correct-1,1725,CORRECT (RIGHT)
1742,296_correct-0,1725,CORRECT (RIGHT)
1743,296_correct-3,1725,CORRECT (RIGHT)
1744,296_correct-2,1725,CORRECT (RIGHT)
1745,296_correct-5,1725,CORRECT (RIGHT)
1746,296_correct-4,1725,CORRECT (RIGHT)
1747,296_correct-7,1725,CORRECT (RIGHT)
1748,296_correct-6,1725,CORRECT (RIGHT)
1749,296_correct-8,1725,CORRECT (RIGHT)
1750,297_wrong-10,1390,WRONG
1751,297_wrong-1,1390,WRONG
1752,297_wrong-0,1390,WRONG
1753,297_wrong-3,1390,WRONG
1754,297_wrong-2,1390,WRONG
1755,297_wrong-5,1390,WRONG
1756,297_wrong-4,1390,WRONG
1757,297_wrong-7,1390,WRONG
1758,297_wrong-6,1390,WRONG
1759,297_wrong-9,1390,WRONG
1760,297_wrong-8,1390,WRONG
1761,298_ripe-1,178,RIPE
1762,298_ripe-0,178,RIPE
1763,298_ripe-3,178,RIPE
1764,298_ripe-2,178,RIPE
1765,298_ripe-5,178,RIPE
1766,298_ripe-4,178,RIPE
1767,299_rotten-1,1728,ROTTEN
1768,299_rotten-0,1728,ROTTEN
1769,299_rotten-3,1728,ROTTEN
1770,299_rotten-2,1728,ROTTEN
1771,299_rotten-5,1728,ROTTEN
1772,299_rotten-4,1728,ROTTEN
1773,299_rotten-7,1728,ROTTEN
1774,300_bitter-1,887,BITTER
1775,300_bitter-0,887,BITTER
1776,300_bitter-3,887,BITTER
1777,300_bitter-2,887,BITTER
1778,300_bitter-5,887,BITTER
1779,300_bitter-4,887,BITTER
1780,300_bitter-6,887,BITTER
1781,301_sweet-1,717,SWEET
1782,301_sweet-0,717,SWEET
1783,301_sweet-3,717,SWEET
1784,301_sweet-2,717,SWEET
1785,301_sweet-5,717,SWEET
1786,301_sweet-4,717,SWEET
1787,301_sweet-6,717,SWEET
1788,302_sour-1,1906,SOUR
1789,302_sour-0,1906,SOUR
1790,302_sour-3,1906,SOUR
1791,302_sour-2,1906,SOUR
1792,302_sour-4,1906,SOUR
1793,302_sour-7,1906,SOUR
1794,302_sour-6,1906,SOUR
1795,304_flat-1,1633,FLAT
1796,304_flat-0,1633,FLAT
1797,304_flat-3,1633,FLAT
1798,304_flat-2,1633,FLAT
1799,304_flat-4,1633,FLAT
1800,304_flat-7,1633,FLAT
1801,304_flat-6,1633,FLAT
1802,304_flat-8,1633,FLAT
1803,305_smooth-1,1234,SMOOTH
1804,305_smooth-0,1234,SMOOTH
1805,305_smooth-3,1234,SMOOTH
1806,305_smooth-2,1234,SMOOTH
1807,306_rough-1,1923,ROUGH
1808,306_rough-0,1923,ROUGH
1809,306_rough-3,1923,ROUGH
1810,306_rough-5,1923,ROUGH
1811,306_rough-4,1923,ROUGH
1812,306_rough-7,1923,ROUGH
1813,306_rough-6,1923,ROUGH
1814,306_rough-9,1923,ROUGH
1815,306_rough-8,1923,ROUGH
1816,307_thick-1,1244,THICK
1817,307_thick-0,1244,THICK
1818,307_thick-3,1244,THICK
1819,307_thick-2,1244,THICK
1820,307_thick-5,1244,THICK
1821,307_thick-4,1244,THICK
1822,308_thin-1,2308,THIN
1823,308_thin-0,2308,THIN
1824,308_thin-3,2308,THIN
1825,308_thin-2,2308,THIN
1826,308_thin-5,2308,THIN
1827,308_thin-4,2308,THIN
1828,308_thin-7,2308,THIN
1829,308_thin-6,2308,THIN
1830,309_sick_painful-1,2103,PAINFUL OR SICK
1831,309_sick_painful-0,2103,PAINFUL OR SICK
1832,309_sick_painful-3,2103,PAINFUL OR SICK
1833,309_sick_painful-2,2103,PAINFUL OR SICK
1834,309_sick_painful-5,2103,PAINFUL OR SICK
1835,309_sick_painful-4,2103,PAINFUL OR SICK
1836,309_sick_painful-7,2103,PAINFUL OR SICK
1837,309_sick_painful-6,2103,PAINFUL OR SICK
1838,309_sick_painful-9,2103,PAINFUL OR SICK
1839,310_shy_ashamed-1,3805,SHY OR ASHAMED
1840,310_shy_ashamed-0,3805,SHY OR ASHAMED
1841,310_shy_ashamed-2,3805,SHY OR ASHAMED
1842,310_shy_ashamed-5,3805,SHY OR ASHAMED
1843,310_shy_ashamed-4,3805,SHY OR ASHAMED
1844,310_shy_ashamed-6,3805,SHY OR ASHAMED
1845,311_black-1,163,BLACK
1846,311_black-0,163,BLACK
1847,311_black-2,163,BLACK
1848,312_white-1,1335,WHITE
1849,312_white-0,1335,WHITE
1850,312_white-3,1335,WHITE
1851,312_white-2,1335,WHITE
1852,312_white-5,1335,WHITE
1853,312_white-4,1335,WHITE
1854,312_white-7,1335,WHITE
1855,312_white-6,1335,WHITE
1856,313_red-1,156,RED
1857,313_red-0,156,RED
1858,313_red-3,156,RED
1859,313_red-2,156,RED
1860,313_red-5,156,RED
1861,313_red-4,156,RED
1862,314_green-1,1425,GREEN
1863,314_green-0,1425,GREEN
1864,314_green-3,1425,GREEN
1865,314_green-2,1425,GREEN
1866,314_green-5,1425,GREEN
1867,314_green-4,1425,GREEN
1868,314_green-7,1425,GREEN
1869,314_green-6,1425,GREEN
1870,314_green-9,1425,GREEN
1871,314_green-8,1425,GREEN
1872,316_yellow-1,1424,YELLOW
1873,316_yellow-0,1424,YELLOW
1874,316_yellow-3,1424,YELLOW
1875,316_yellow-2,1424,YELLOW
1876,316_yellow-4,1424,YELLOW
1877,318_deaf-10,996,DEAF
1878,318_deaf-1,996,DEAF
1879,318_deaf-0,996,DEAF
1880,318_deaf-3,996,DEAF
1881,318_deaf-2,996,DEAF
1882,318_deaf-5,996,DEAF
1883,318_deaf-4,996,DEAF
1884,318_deaf-7,996,DEAF
1885,318_deaf-6,996,DEAF
1886,318_deaf-9,996,DEAF
1887,318_deaf-8,996,DEAF
1888,319_see-10,1409,SEE
1889,319_see-1,1409,SEE
1890,319_see-0,1409,SEE
1891,319_see-3,1409,SEE
1892,319_see-2,1409,SEE
1893,319_see-5,1409,SEE
1894,319_see-4,1409,SEE
1895,319_see-7,1409,SEE
1896,319_see-9,1409,SEE
1897,319_see-8,1409,SEE
1898,320_hear-1,1408,HEAR
1899,320_hear-0,1408,HEAR
1900,320_hear-3,1408,HEAR
1901,320_hear-2,1408,HEAR
1902,320_hear-5,1408,HEAR
1903,321_smell-1,1586,SMELL (PERCEIVE)
1904,321_smell-0,1586,SMELL (PERCEIVE)
1905,321_smell-3,1586,SMELL (PERCEIVE)
1906,321_smell-2,1586,SMELL (PERCEIVE)
1907,321_smell-5,1586,SMELL (PERCEIVE)
1908,321_smell-4,1586,SMELL (PERCEIVE)
1909,321_smell-7,1586,SMELL (PERCEIVE)
1910,321_smell-6,1586,SMELL (PERCEIVE)
1911,322_think-10,2271,THINK
1912,322_think-1,2271,THINK
1913,322_think-0,2271,THINK
1914,322_think-3,2271,THINK
1915,322_think-2,2271,THINK
1916,322_think-5,2271,THINK
1917,322_think-4,2271,THINK
1918,322_think-7,2271,THINK
1919,322_think-6,2271,THINK
1920,322_think-9,2271,THINK
1921,322_think-8,2271,THINK
1922,323_know-1,3626,KNOW
1923,323_know-0,3626,KNOW
1924,323_know-3,3626,KNOW
1925,323_know-2,3626,KNOW
1926,323_know-5,3626,KNOW
1927,323_know-4,3626,KNOW
1928,323_know-7,3626,KNOW
1929,323_know-6,3626,KNOW
1930,323_know-9,3626,KNOW
1931,323_know-8,3626,KNOW
1932,324_dream-1,2374,DREAM
1933,324_dream-0,2374,DREAM
1934,324_dream-3,2374,DREAM
1935,324_dream-2,2374,DREAM
1936,324_dream-5,2374,DREAM
1937,324_dream-4,2374,DREAM
1938,325_lie_down_1-1,215,LIE DOWN
1939,325_lie_down_1-0,215,LIE DOWN
1940,325_lie_down_2-1,215,LIE DOWN
1941,325_lie_down_2-0,215,LIE DOWN
1942,328_wake_s.o_up-1,3174,WAKE UP (SOMEONE)
1943,328_wake_s.o_up-0,3174,WAKE UP (SOMEONE)
1944,328_wake_s.o_up-3,3174,WAKE UP (SOMEONE)
1945,328_wake_s.o_up-2,3174,WAKE UP (SOMEONE)
1946,328_wake_s.o_up-5,3174,WAKE UP (SOMEONE)
1947,328_wake_s.o_up-4,3174,WAKE UP (SOMEONE)
1948,328_wake_s.o_up-6,3174,WAKE UP (SOMEONE)
1949,329_sit-1,1416,SIT
1950,329_sit-0,1416,SIT
1951,330_stand-1,1442,STAND
1952,330_stand-0,1442,STAND
1953,330_stand-3,1442,STAND
1954,330_stand-2,1442,STAND
1955,330_stand-5,1442,STAND
1956,330_stand-4,1442,STAND
1957,331_squat_crouch-1,296,CROUCH
1958,331_squat_crouch-0,296,CROUCH
1959,331_squat_crouch-3,296,CROUCH
1960,331_squat_crouch-2,296,CROUCH
1961,331_squat_crouch-5,296,CROUCH
1962,331_squat_crouch-4,296,CROUCH
1963,332_walk-1,1443,WALK
1964,332_walk-0,1443,WALK
1965,332_walk-3,1443,WALK
1966,332_walk-2,1443,WALK
1967,332_walk-4,1443,WALK
1968,332_walk-1,1443,WALK
1969,332_walk-0,1443,WALK
1970,332_walk-3,1443,WALK
1971,332_walk-2,1443,WALK
1972,332_walk-4,1443,WALK
1973,333_run-1,1519,RUN
1974,333_run-0,1519,RUN
1975,333_run-3,1519,RUN
1976,333_run-2,1519,RUN
1977,333_run-5,1519,RUN
1978,333_run-4,1519,RUN
1979,333_run-6,1519,RUN
1980,334_swim-1,1439,SWIM
1981,334_swim-0,1439,SWIM
1982,334_swim-3,1439,SWIM
1983,334_swim-2,1439,SWIM
1984,334_swim-5,1439,SWIM
1985,334_swim-7,1439,SWIM
1986,334_swim-6,1439,SWIM
1987,334_swim-8,1439,SWIM
1988,335_fly-1,1441,FLY (MOVE THROUGH AIR)
1989,335_fly-0,1441,FLY (MOVE THROUGH AIR)
1990,336_fall_from_above-1,1280,FALL
1991,336_fall_from_above-0,1280,FALL
1992,336_fall_from_above-3,1280,FALL
1993,336_fall_from_above-2,1280,FALL
1994,336_fall_from_above-5,1280,FALL
1995,336_fall_from_above-4,1280,FALL
1996,336_fall_from_above-7,1280,FALL
1997,336_fall_from_above-6,1280,FALL
1998,337_fall_over-1,2894,TUMBLE (FALL DOWN)
1999,337_fall_over-0,2894,TUMBLE (FALL DOWN)
2000,337_fall_over-3,2894,TUMBLE (FALL DOWN)
2001,337_fall_over-2,2894,TUMBLE (FALL DOWN)
2002,337_fall_over-5,2894,TUMBLE (FALL DOWN)
2003,337_fall_over-4,2894,TUMBLE (FALL DOWN)
2004,337_fall_over-7,2894,TUMBLE (FALL DOWN)
2005,337_fall_over-6,2894,TUMBLE (FALL DOWN)
2006,337_fall_over-9,2894,TUMBLE (FALL DOWN)
2007,337_fall_over-8,2894,TUMBLE (FALL DOWN)
2008,338_drop-11,750,DROP
2009,338_drop-10,750,DROP
2010,338_drop-1,750,DROP
2011,338_drop-0,750,DROP
2012,338_drop-3,750,DROP
2013,338_drop-2,750,DROP
2014,338_drop-4,750,DROP
2015,338_drop-7,750,DROP
2016,338_drop-6,750,DROP
2017,338_drop-8,750,DROP
2018,339_bathe-1,138,BATHE
2019,339_bathe-0,138,BATHE
2020,339_bathe-2,138,BATHE
2021,341_wash-10,1453,WASH
2022,341_wash-1,1453,WASH
2023,341_wash-0,1453,WASH
2024,341_wash-3,1453,WASH
2025,341_wash-2,1453,WASH
2026,341_wash-5,1453,WASH
2027,341_wash-4,1453,WASH
2028,341_wash-7,1453,WASH
2029,341_wash-6,1453,WASH
2030,341_wash-9,1453,WASH
2031,341_wash-8,1453,WASH
2032,342_cook-1,1100,COOK (SOMETHING)
2033,342_cook-0,1100,COOK (SOMETHING)
2034,342_cook-3,1100,COOK (SOMETHING)
2035,342_cook-2,1100,COOK (SOMETHING)
2036,342_cook-5,1100,COOK (SOMETHING)
2037,342_cook-4,1100,COOK (SOMETHING)
2038,343_drink-1,1401,DRINK
2039,343_drink-0,1401,DRINK
2040,343_drink-3,1401,DRINK
2041,343_drink-2,1401,DRINK
2042,343_drink-5,1401,DRINK
2043,343_drink-4,1401,DRINK
2044,344_eat-1,1336,EAT
2045,344_eat-0,1336,EAT
2046,344_eat-3,1336,EAT
2047,344_eat-2,1336,EAT
2048,345_chew-1,321,CHEW
2049,345_chew-0,321,CHEW
2050,345_chew-3,321,CHEW
2051,345_chew-2,321,CHEW
2052,345_chew-5,321,CHEW
2053,345_chew-4,321,CHEW
2054,345_chew-7,321,CHEW
2055,345_chew-6,321,CHEW
2056,345_chew-9,321,CHEW
2057,345_chew-8,321,CHEW
2058,346_suck-10,1421,SUCK
2059,346_suck-1,1421,SUCK
2060,346_suck-0,1421,SUCK
2061,346_suck-3,1421,SUCK
2062,346_suck-2,1421,SUCK
2063,346_suck-5,1421,SUCK
2064,346_suck-4,1421,SUCK
2065,346_suck-7,1421,SUCK
2066,346_suck-6,1421,SUCK
2067,346_suck-9,1421,SUCK
2068,346_suck-8,1421,SUCK
2069,348_spit-1,1440,SPIT
2070,348_spit-0,1440,SPIT
2071,348_spit-3,1440,SPIT
2072,348_spit-2,1440,SPIT
2073,348_spit-4,1440,SPIT
2074,349_vomit-1,1278,VOMIT
2075,349_vomit-0,1278,VOMIT
2076,349_vomit-3,1278,VOMIT
2077,349_vomit-2,1278,VOMIT
2078,349_vomit-5,1278,VOMIT
2079,349_vomit-4,1278,VOMIT
2080,349_vomit-7,1278,VOMIT
2081,349_vomit-6,1278,VOMIT
2082,350_yawn-0,1028,YAWN
2083,350_yawn-3,1028,YAWN
2084,350_yawn-2,1028,YAWN
2085,350_yawn-5,1028,YAWN
2086,350_yawn-4,1028,YAWN
2087,351_rub-0,1449,RUB
2088,351_rub-3,1449,RUB
2089,351_rub-2,1449,RUB
2090,351_rub-5,1449,RUB
2091,351_rub-4,1449,RUB
2092,351_rub-7,1449,RUB
2093,351_rub-6,1449,RUB
2094,351_rub-8,1449,RUB
2095,352_scratch-1,1436,SCRATCH
2096,352_scratch-0,1436,SCRATCH
2097,352_scratch-3,1436,SCRATCH
2098,352_scratch-2,1436,SCRATCH
2099,352_scratch-5,1436,SCRATCH
2100,352_scratch-4,1436,SCRATCH
2101,353_itchy-1,149,ITCHY
2102,353_itchy-0,149,ITCHY
2103,353_itchy-3,149,ITCHY
2104,353_itchy-2,149,ITCHY
2105,354_swell-1,1573,SWELL
2106,354_swell-0,1573,SWELL
2107,354_swell-3,1573,SWELL
2108,354_swell-2,1573,SWELL
2109,354_swell-4,1573,SWELL
2110,355_wait-1,1590,WAIT (FOR)
2111,355_wait-0,1590,WAIT (FOR)
2112,355_wait-3,1590,WAIT (FOR)
2113,355_wait-2,1590,WAIT (FOR)
2114,355_wait-5,1590,WAIT (FOR)
2115,355_wait-4,1590,WAIT (FOR)
2116,355_wait-7,1590,WAIT (FOR)
2117,355_wait-6,1590,WAIT (FOR)
2118,355_wait-9,1590,WAIT (FOR)
2119,355_wait-8,1590,WAIT (FOR)
2120,357_fold-10,1470,FOLD
2121,357_fold-1,1470,FOLD
2122,357_fold-0,1470,FOLD
2123,357_fold-3,1470,FOLD
2124,357_fold-2,1470,FOLD
2125,357_fold-4,1470,FOLD
2126,357_fold-7,1470,FOLD
2127,357_fold-6,1470,FOLD
2128,357_fold-9,1470,FOLD
2129,357_fold-8,1470,FOLD
2130,358_give-1,1447,GIVE
2131,358_give-0,1447,GIVE
2132,358_give-2,1447,GIVE
2133,359_help-1,1897,HELP
2134,359_help-0,1897,HELP
2135,359_help-3,1897,HELP
2136,359_help-2,1897,HELP
2137,359_help-5,1897,HELP
2138,359_help-4,1897,HELP
2139,359_help-7,1897,HELP
2140,359_help-6,1897,HELP
2141,360_wipe-11,1454,WIPE
2142,360_wipe-10,1454,WIPE
2143,360_wipe-1,1454,WIPE
2144,360_wipe-0,1454,WIPE
2145,360_wipe-3,1454,WIPE
2146,360_wipe-2,1454,WIPE
2147,360_wipe-5,1454,WIPE
2148,360_wipe-4,1454,WIPE
2149,360_wipe-7,1454,WIPE
2150,360_wipe-6,1454,WIPE
2151,360_wipe-9,1454,WIPE
2152,360_wipe-8,1454,WIPE
2153,362_burn_shine-1,2102,BURN
2154,362_burn_shine-0,2102,BURN
2155,362_burn_shine-3,2102,BURN
2156,362_burn_shine-2,2102,BURN
2157,362_burn_shine-5,2102,BURN
2158,362_burn_shine-4,2102,BURN
2159,362_burn_shine-7,2102,BURN
2160,362_burn_shine-6,2102,BURN
2161,362_burn_shine-8,2102,BURN
2162,363_shine-1,708,SHINE
2163,363_shine-0,708,SHINE
2164,363_shine-3,708,SHINE
2165,363_shine-2,708,SHINE
2166,363_shine-5,708,SHINE
2167,363_shine-7,708,SHINE
2168,363_shine-6,708,SHINE
2169,363_shine-8,708,SHINE
2170,365_dry_in_sun-1,3364,DRY IN SUN
2171,365_dry_in_sun-0,3364,DRY IN SUN
2172,365_dry_in_sun-3,3364,DRY IN SUN
2173,365_dry_in_sun-2,3364,DRY IN SUN
2174,365_dry_in_sun-5,3364,DRY IN SUN
2175,365_dry_in_sun-7,3364,DRY IN SUN
2176,365_dry_in_sun-6,3364,DRY IN SUN
2177,366_search-1,1468,LOOK FOR
2178,366_search-0,1468,LOOK FOR
2179,366_search-3,1468,LOOK FOR
2180,366_search-2,1468,LOOK FOR
2181,366_search-5,1468,LOOK FOR
2182,366_search-4,1468,LOOK FOR
2183,366_search-6,1468,LOOK FOR
2184,368_chase_away_expel-1,30,DISPEL
2185,368_chase_away_expel-0,30,DISPEL
2186,368_chase_away_expel-3,30,DISPEL
2187,368_chase_away_expel-2,30,DISPEL
2188,368_chase_away_expel-5,30,DISPEL
2189,368_chase_away_expel-4,30,DISPEL
2190,368_chase_away_expel-6,30,DISPEL
2191,369_cut-10,1432,CUT
2192,369_cut-1,1432,CUT
2193,369_cut-0,1432,CUT
2194,369_cut-3,1432,CUT
2195,369_cut-2,1432,CUT
2196,369_cut-5,1432,CUT
2197,369_cut-4,1432,CUT
2198,369_cut-6,1432,CUT
2199,369_cut-9,1432,CUT
2200,369_cut-8,1432,CUT
2201,370_cut_down-1,355,CUT DOWN
2202,370_cut_down-0,355,CUT DOWN
2203,370_cut_down-3,355,CUT DOWN
2204,370_cut_down-2,355,CUT DOWN
2205,370_cut_down-5,355,CUT DOWN
2206,370_cut_down-4,355,CUT DOWN
2207,370_cut_down-7,355,CUT DOWN
2208,370_cut_down-6,355,CUT DOWN
2209,370_cut_down-8,355,CUT DOWN
2210,371_split-1,1437,SPLIT
2211,371_split-0,1437,SPLIT
2212,371_split-2,1437,SPLIT
2213,371_split-5,1437,SPLIT
2214,371_split-4,1437,SPLIT
2215,371_split-7,1437,SPLIT
2216,371_split-6,1437,SPLIT
2217,371_split-9,1437,SPLIT
2218,371_split-8,1437,SPLIT
2219,372_divide-1,1119,DIVIDE
2220,372_divide-0,1119,DIVIDE
2221,372_divide-3,1119,DIVIDE
2222,372_divide-2,1119,DIVIDE
2223,372_divide-5,1119,DIVIDE
2224,372_divide-4,1119,DIVIDE
2225,372_divide-7,1119,DIVIDE
2226,372_divide-6,1119,DIVIDE
2227,372_divide-9,1119,DIVIDE
2228,372_divide-8,1119,DIVIDE
2229,373_stab-1,1434,STAB
2230,373_stab-0,1434,STAB
2231,373_stab-3,1434,STAB
2232,373_stab-2,1434,STAB
2233,374_fight-1,1423,FIGHT
2234,374_fight-0,1423,FIGHT
2235,374_fight-3,1423,FIGHT
2236,374_fight-2,1423,FIGHT
2237,374_fight-4,1423,FIGHT
2238,374_fight-7,1423,FIGHT
2239,374_fight-6,1423,FIGHT
2240,374_fight-8,1423,FIGHT
2241,375_guard-1,1940,GUARD
2242,375_guard-0,1940,GUARD
2243,375_guard-3,1940,GUARD
2244,375_guard-2,1940,GUARD
2245,375_guard-5,1940,GUARD
2246,375_guard-4,1940,GUARD
2247,376_scared-1,3033,SCARED
2248,376_scared-0,3033,SCARED
2249,376_scared-3,3033,SCARED
2250,376_scared-2,3033,SCARED
2251,376_scared-5,3033,SCARED
2252,376_scared-4,3033,SCARED
2253,376_scared-7,3033,SCARED
2254,376_scared-6,3033,SCARED
2255,376_scared-9,3033,SCARED
2256,376_scared-8,3033,SCARED
2257,377_angry-1,1826,ANGRY
2258,377_angry-0,1826,ANGRY
2259,377_angry-3,1826,ANGRY
2260,377_angry-2,1826,ANGRY
